Date,Universe,Strategy,Ticker,Weight
2012-10-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.6159951370945878e-13
2012-11-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.499671330182062e-13
2012-12-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.9649429992591128e-12
2013-01-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,6.563775842399569e-13
2013-02-28,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.747742606211933e-13
2013-03-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.670900637734131e-13
2013-04-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.567482550074441e-13
2013-05-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.333107893355284e-13
2013-06-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.0850948822059013e-13
2013-07-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,7.146544462687989e-13
2013-08-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,5.9450576656651484e-12
2013-09-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.025677003836404e-12
2013-10-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.7593152204980116e-12
2013-11-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.66476413487449e-12
2013-12-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.4863913011624263e-12
2014-01-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,5.254611134318411e-13
2014-02-28,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.9231692105736617e-13
2014-03-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,6.930287382345801e-12
2014-04-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.999755852832333e-12
2014-05-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.2325729729613154e-12
2014-06-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,6.916674209663468e-13
2014-07-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.048582686895456e-13
2014-08-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.3351192633686133e-13
2014-09-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,4.1824826390732767e-13
2014-10-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.792132862377033e-13
2014-11-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.0043353438550273e-13
2014-12-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,4.29525401477484e-14
2015-01-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,7.838627827730593e-14
2015-02-28,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,9.216254947571477e-14
2015-03-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.4078778982638194e-12
2015-04-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.3336691060688917e-12
2015-05-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,9.425430308245714e-13
2015-06-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.8926214980652206e-12
2015-07-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.0276299709647112e-12
2015-08-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.2737917330987197e-12
2015-09-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.4218681746400686e-12
2015-10-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.1425827261280895e-12
2015-11-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.42726660429446e-13
2015-12-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.474534327802808e-12
2016-01-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,4.4377456199966935e-12
2016-02-29,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,4.0717723273163156e-12
2016-03-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,8.677122234377484e-13
2016-04-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.943695303681e-13
2016-05-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.8898553971406595e-13
2016-06-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.1515459913198797e-13
2016-07-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.5198016002508545e-13
2016-08-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,5.969256593369297e-13
2016-09-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,5.825389681253633e-13
2016-10-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,6.374489710600499e-13
2016-11-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,4.85333512799061e-12
2016-12-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.1414863355548847e-12
2017-01-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.528073539796545e-12
2017-02-28,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.885854556817247e-12
2017-03-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,5.763149897021669e-12
2017-04-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.2674914722088455e-12
2017-05-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.1515845039623702e-12
2017-06-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,7.942416051446528e-13
2017-07-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.222488909479922e-12
2017-08-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,6.081667065586874e-13
